item_id,word,word_clean,word_english,category,category_english,questionnaire,raw_column_8_18,raw_column_19_36,is_duplicate_raw_column,notes,in_8_18,in_19_36
item_0203,कमीज़,कमीज़,shirt/kameez,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,कमीज़ ,False,,False,True
item_0204,जाकेट,जाकेट,jacket,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,जाकेट,False,,False,True
item_0205,टॉप,टॉप,top,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,टॉप ,False,,False,True
item_0206,दस्ताने,दस्ताने,gloves,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,दस्ताने ,False,,False,True
item_0207,पटका,पटका,scarf/cloth band,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,पटका ,False,,False,True
item_0208,पेंट/ट्राउजर,पेंट/ट्राउजर,pants/trousers,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,पेंट/ट्राउजर,False,,False,True
item_0209,बंडी,बंडी,vest,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,बंडी ,False,,False,True
item_0210,स्कर्ट,स्कर्ट,skirt,कपड़ें और एक्सेसरीज़,clothing and accessories,19_36,,स्कर्ट ,False,,False,True
item_0211,अंगूठा,अंगूठा,thumb,शरीर के अंग,body parts,8_18;19_36,अंगूठा,अंगूठा,False,,True,True
item_0212,आँख,आँख,eye,शरीर के अंग,body parts,8_18;19_36,आँख ,आँख ,False,,True,True
item_0213,कंधा,कंधा,shoulder,शरीर के अंग,body parts,8_18;19_36,कंधा ,कंधा ,False,,True,True
item_0214,कान,कान,ear,शरीर के अंग,body parts,8_18,कान,,False,,True,False
item_0215,गला,गला,throat,शरीर के अंग,body parts,8_18;19_36,गला ,गला ,False,,True,True
item_0216,गाल,गाल,cheek,शरीर के अंग,body parts,8_18;19_36,गाल,गाल,False,,True,True
item_0217,चेहरा,चेहरा,face,शरीर के अंग,body parts,8_18;19_36,चेहरा ,चेहरा ,False,,True,True
item_0218,छाती,छाती,chest,शरीर के अंग,body parts,8_18;19_36,छाती ,छाती ,False,,True,True
item_0219,जीभ,जीभ,tongue,शरीर के अंग,body parts,8_18;19_36,जीभ ,जीभ ,False,,True,True
item_0220,नाक,नाक,nose,शरीर के अंग,body parts,8_18;19_36,नाक ,नाक ,False,,True,True
item_0221,नाखून,नाखून,nail,शरीर के अंग,body parts,8_18;19_36,नाखून ,नाखून ,False,,True,True
item_0222,पेट,पेट,stomach,शरीर के अंग,body parts,8_18;19_36,पेट ,पेट ,False,,True,True
item_0223,पैर,पैर,leg/foot,शरीर के अंग,body parts,8_18;19_36,पैर ,पैर ,False,,True,True
item_0224,बाल,बाल,hair,शरीर के अंग,body parts,8_18;19_36,बाल ,बाल ,False,,True,True
item_0225,मुंह,मुंह,mouth,शरीर के अंग,body parts,8_18;19_36,मुंह ,मुंह ,False,,True,True
item_0226,लिप्स / होंठ,लिप्स / होंठ,lips,शरीर के अंग,body parts,8_18,लिप्स / होंठ,,False,,True,False
item_0227,सिर,सिर,head,शरीर के अंग,body parts,8_18;19_36,सिर,सिर,False,,True,True
item_0228,हाथ,हाथ,hand,शरीर के अंग,body parts,8_18;19_36,हाथ ,हाथ ,False,,True,True
item_0229,कपाल,कपाल,forehead/skull,शरीर के अंग,body parts,19_36,,कपाल ,False,,False,True
item_0230,कमर,कमर,waist,शरीर के अंग,body parts,19_36,,कमर ,False,,False,True
item_0231,कूल्हा,कूल्हा,hip,शरीर के अंग,body parts,19_36,,कूल्हा,False,,False,True
item_0232,कोहनी,कोहनी,elbow,शरीर के अंग,body parts,19_36,,कोहनी ,False,,False,True
item_0233,गरदन,गरदन,neck,शरीर के अंग,body parts,19_36,,गरदन ,False,,False,True
item_0234,ठोड़ी,ठोड़ी,chin,शरीर के अंग,body parts,19_36,,ठोड़ी ,False,,False,True
item_0235,नाभि,नाभि,navel,शरीर के अंग,body parts,19_36,,नाभि ,False,,False,True
item_0236,भौंह,भौंह,eyebrow,शरीर के अंग,body parts,19_36,,भौंह ,False,,False,True
item_0237,लिप्स,लिप्स,lips,शरीर के अंग,body parts,19_36,,लिप्स ,False,,False,True
item_0238,हड्डी,हड्डी,bone,शरीर के अंग,body parts,19_36,,हड्डी ,False,,False,True
item_0239,ह्रदय,ह्रदय,heart,शरीर के अंग,body parts,19_36,,ह्रदय ,False,,False,True
item_0240,अँगूठी,अँगूठी,ring,घर में छोटी वस्तुएं,small household objects,8_18;19_36,अँगूठी ,अँगूठी ,False,,True,True
item_0241,आयना,आयना,mirror,घर में छोटी वस्तुएं,small household objects,8_18;19_36,आयना ,आयना ,False,,True,True
item_0242,कंघी,कंघी,comb,घर में छोटी वस्तुएं,small household objects,8_18;19_36,कंघी ,कंघी ,False,,True,True
item_0243,कागज,कागज,paper,घर में छोटी वस्तुएं,small household objects,8_18;19_36,कागज ,कागज ,False,,True,True
item_0244,किताब,किताब,book,घर में छोटी वस्तुएं,small household objects,8_18;19_36,किताब ,किताब ,False,,True,True
item_0245,कैमरा,कैमरा,camera,घर में छोटी वस्तुएं,small household objects,8_18;19_36,कैमरा ,कैमरा ,False,,True,True
item_0246,खिलौना,खिलौना,toy,घर में छोटी वस्तुएं,small household objects,8_18;19_36,खिलौना,खिलौना,False,,True,True
item_0247,गिलास,गिलास,glass/cup,घर में छोटी वस्तुएं,small household objects,8_18;19_36,गिलास ,गिलास ,False,,True,True
item_0248,चटाई,चटाई,mat,घर में छोटी वस्तुएं,small household objects,8_18;19_36,चटाई ,चटाई ,False,,True,True
item_0249,चमच,चमच,spoon,घर में छोटी वस्तुएं,small household objects,8_18;19_36,चमच ,चमच ,False,,True,True
item_0250,चाकू,चाकू,knife,घर में छोटी वस्तुएं,small household objects,8_18;19_36,चाकू ,चाकू ,False,,True,True
item_0251,चाबी,चाबी,key,घर में छोटी वस्तुएं,small household objects,8_18;19_36,चाबी ,चाबी ,False,,True,True
item_0252,चार्जर,चार्जर,charger,घर में छोटी वस्तुएं,small household objects,8_18;19_36,चार्जर ,चार्जर ,False,,True,True
item_0253,चित्र,चित्र,picture,घर में छोटी वस्तुएं,small household objects,8_18;19_36,चित्र ,चित्र ,False,,True,True
item_0254,चूड़ी,चूड़ी,bangle,घर में छोटी वस्तुएं,small household objects,8_18,चूड़ी ,,False,,True,False
item_0255,जूता,जूता,shoe,घर में छोटी वस्तुएं,small household objects,8_18;19_36,जूता ,जूता ,False,,True,True
item_0256,टोपी,टोपी,cap/hat,घर में छोटी वस्तुएं,small household objects,8_18,टोपी .1,,True,,True,False
item_0257,डिब्बा,डिब्बा,box/container,घर में छोटी वस्तुएं,small household objects,8_18;19_36,डिब्बा ,डिब्बा ,False,,True,True
item_0258,तकिया,तकिया,pillow,घर में छोटी वस्तुएं,small household objects,8_18;19_36,तकिया ,तकिया ,False,,True,True
item_0259,ताला,ताला,lock,घर में छोटी वस्तुएं,small household objects,8_18;19_36,ताला ,ताला ,False,,True,True
item_0260,थर्मस,थर्मस,thermos,घर में छोटी वस्तुएं,small household objects,8_18;19_36,थर्मस ,थर्मस ,False,,True,True
item_0261,थाली,थाली,plate/thali,घर में छोटी वस्तुएं,small household objects,8_18;19_36,थाली ,थाली ,False,,True,True
item_0262,पंखा,पंखा,fan,घर में छोटी वस्तुएं,small household objects,8_18;19_36,पंखा ,पंखा ,False,,True,True
item_0263,प्लेट,प्लेट,plate,घर में छोटी वस्तुएं,small household objects,8_18,प्लेट ,,False,,True,False
item_0264,बर्तन,बर्तन,utensil,घर में छोटी वस्तुएं,small household objects,8_18;19_36,बर्तन ,बर्तन ,False,,True,True
item_0265,बल्ब,बल्ब,bulb,घर में छोटी वस्तुएं,small household objects,8_18;19_36,बल्ब ,बल्ब ,False,,True,True
item_0266,बोतल,बोतल,bottle,घर में छोटी वस्तुएं,small household objects,8_18;19_36,बोतल ,बोतल ,False,,True,True
item_0267,मोटर,मोटर,motor,घर में छोटी वस्तुएं,small household objects,8_18;19_36,मोटर ,मोटर ,False,,True,True
item_0268,मोबाइल,मोबाइल,mobile phone,घर में छोटी वस्तुएं,small household objects,8_18;19_36,मोबाइल ,मोबाइल ,False,,True,True
item_0269,लाइट,लाइट,light,घर में छोटी वस्तुएं,small household objects,8_18;19_36,लाइट ,लाइट ,False,,True,True
item_0270,शीशा / काँच,शीशा / काँच,mirror/glass,घर में छोटी वस्तुएं,small household objects,8_18,शीशा /काँच ,,False,,True,False
item_0271,कढ़ाई,कढ़ाई,pan/wok,घर में छोटी वस्तुएं,small household objects,19_36,,कढ़ाई ,False,,False,True
item_0272,काँच,काँच,glass,घर में छोटी वस्तुएं,small household objects,19_36,,काँच ,False,,False,True
item_0273,कैलेंडर,कैलेंडर,calendar,घर में छोटी वस्तुएं,small household objects,19_36,,कैलेंडर ,False,,False,True
item_0274,गमला,गमला,flower pot,घर में छोटी वस्तुएं,small household objects,19_36,,गमला,False,,False,True
item_0275,चादर,चादर,sheet,घर में छोटी वस्तुएं,small household objects,19_36,,चादर ,False,,False,True
item_0276,छड़ी,छड़ी,stick,घर में छोटी वस्तुएं,small household objects,19_36,,छड़ी ,False,,False,True
item_0277,छतरी,छतरी,umbrella,घर में छोटी वस्तुएं,small household objects,19_36,,छतरी ,False,,False,True
item_0278,जग,जग,jug,घर में छोटी वस्तुएं,small household objects,19_36,,जग ,False,,False,True
item_0279,झाड़ू,झाड़ू,broom,घर में छोटी वस्तुएं,small household objects,19_36,,झाड़ू ,False,,False,True
item_0280,टेबल फ़ैन,टेबल फ़ैन,table fan,घर में छोटी वस्तुएं,small household objects,19_36,,टेबल फ़ैन,False,,False,True
item_0281,थैला,थैला,bag,घर में छोटी वस्तुएं,small household objects,19_36,,थैला ,False,,False,True
item_0282,फोन,फोन,phone,घर में छोटी वस्तुएं,small household objects,19_36,,फोन ,False,,False,True
item_0283,बेलन,बेलन,rolling pin,घर में छोटी वस्तुएं,small household objects,19_36,,बेलन ,False,,False,True
item_0284,बॉक्स,बॉक्स,box,घर में छोटी वस्तुएं,small household objects,19_36,,बॉक्स ,False,,False,True
item_0285,मग,मग,mug,घर में छोटी वस्तुएं,small household objects,19_36,,मग ,False,,False,True
item_0286,रज़ाई,रज़ाई,quilt,घर में छोटी वस्तुएं,small household objects,19_36,,रज़ाई ,False,,False,True
item_0287,रेडियो,रेडियो,radio,घर में छोटी वस्तुएं,small household objects,19_36,,रेडियो ,False,,False,True
item_0288,लैपटॉप,लैपटॉप,laptop,घर में छोटी वस्तुएं,small household objects,19_36,,लैपटॉप ,False,,False,True
item_0289,शीशा,शीशा,mirror/glass,घर में छोटी वस्तुएं,small household objects,19_36,,शीशा ,False,,False,True
item_0290,सिलेंडर,सिलेंडर,cylinder,घर में छोटी वस्तुएं,small household objects,19_36,,सिलेंडर ,False,,False,True
item_0291,स्पीकर,स्पीकर,speaker,घर में छोटी वस्तुएं,small household objects,19_36,,स्पीकर ,False,,False,True
item_0292,हथौड़ा,हथौड़ा,hammer,घर में छोटी वस्तुएं,small household objects,19_36,,हथौड़ा ,False,,False,True
item_0293,हैंगर,हैंगर,hanger,घर में छोटी वस्तुएं,small household objects,19_36,,हैंगर ,False,,False,True
item_0294,हैंड बैग,हैंड बैग,handbag,घर में छोटी वस्तुएं,small household objects,19_36,,हैंड बैग ,False,,False,True
item_0295,अलमारी,अलमारी,cupboard/wardrobe,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,अलमारी ,अलमारी ,False,,True,True
item_0296,कुर्सी,कुर्सी,chair,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,कुर्सी,कुर्सी,False,,True,True
item_0297,खिड़की,खिड़की,window,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,खिड़की ,खिड़की ,True,,True,True
item_0298,छत,छत,roof/ceiling,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,छत,छत,False,,True,True
item_0299,टीवी,टीवी,TV,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,टीवी ,टीवी ,False,,True,True
item_0300,टेबल,टेबल,table,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,टेबल ,टेबल ,False,,True,True
item_0301,नल,नल,tap,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,नल ,नल ,False,,True,True
item_0302,परदा,परदा,curtain,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,परदा ,परदा ,False,,True,True
item_0303,पलंग,पलंग,bed/cot,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,पलंग ,पलंग ,False,,True,True
item_0304,फर्श,फर्श,floor,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,फर्श ,फर्श ,False,,True,True
item_0305,फ्रीज़,फ्रीज़,fridge,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,फ्रीज़,फ्रीज़,False,,True,True
item_0306,बाथटब,बाथटब,bathtub,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,बाथटब ,बाथटब ,False,,True,True
item_0307,बिस्तर,बिस्तर,bed,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,बिस्तर ,बिस्तर ,False,,True,True
item_0308,रैक,रैक,rack,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,रैक ,रैक ,False,,True,True
item_0309,वॉशिंग मशीन,वॉशिंग मशीन,washing machine,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,वॉशिंग मशीन ,वॉशिंग मशीन ,False,,True,True
item_0310,सीढ़ियाँ,सीढ़ियाँ,stairs,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,सीढ़ियाँ ,सीढ़ियाँ ,False,,True,True
item_0311,सोफा,सोफा,sofa,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,सोफा ,सोफा ,False,,True,True
item_0312,कमरा,कमरा,room,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,कमरा,कमरा,False,,True,True
item_0313,दरवाजा,दरवाजा,door,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,दरवाजा ,दरवाजा ,False,,True,True
item_0314,एयर कंडीशनर,एयर कंडीशनर,air conditioner,कमरा और फर्नीचर,rooms and furniture,8_18;19_36,एयर कंडीशनर ,एयर कंडीशनर ,False,,True,True
item_0315,इस्त्री,इस्त्री,iron,कमरा और फर्नीचर,rooms and furniture,19_36,,इस्त्री,False,,False,True
item_0316,कंप्यूटर,कंप्यूटर,computer,कमरा और फर्नीचर,rooms and furniture,19_36,,कंप्यूटर ,False,,False,True
item_0317,कमोड,कमोड,commode,कमरा और फर्नीचर,rooms and furniture,19_36,,कमोड ,False,,False,True
item_0318,कालीन,कालीन,carpet,कमरा और फर्नीचर,rooms and furniture,19_36,,कालीन  ,False,,False,True
item_0319,बाथरूम,बाथरूम,bathroom,कमरा और फर्नीचर,rooms and furniture,19_36,,बाथरूम ,True,,False,True
item_0320,गद्दा,गद्दा,mattress,कमरा और फर्नीचर,rooms and furniture,19_36,,गद्दा ,False,,False,True
item_0321,ग्रिल,ग्रिल,grill,कमरा और फर्नीचर,rooms and furniture,19_36,,ग्रिल ,False,,False,True
item_0322,चूल्हा,चूल्हा,stove,कमरा और फर्नीचर,rooms and furniture,19_36,,चूल्हा ,False,,False,True
item_0323,प्लेट,प्लेट,plate,कमरा और फर्नीचर,rooms and furniture,19_36,,प्लेट ,False,,False,True
item_0324,फूलदान,फूलदान,vase,कमरा और फर्नीचर,rooms and furniture,19_36,,फूलदान ,False,,False,True
item_0325,बालकनी,बालकनी,balcony,कमरा और फर्नीचर,rooms and furniture,19_36,,बालकनी ,False,,False,True
item_0326,बाल्टी,बाल्टी,bucket,कमरा और फर्नीचर,rooms and furniture,19_36,,बाल्टी ,False,,False,True
item_0327,बेसिन,बेसिन,basin,कमरा और फर्नीचर,rooms and furniture,19_36,,बेसिन ,False,,False,True
item_0328,भोजन कक्ष,भोजन कक्ष,dining room,कमरा और फर्नीचर,rooms and furniture,19_36,,भोजन कक्ष ,False,,False,True
item_0329,लॉकर,लॉकर,locker,कमरा और फर्नीचर,rooms and furniture,19_36,,लॉकर ,False,,False,True
item_0330,शॉवर,शॉवर,shower,कमरा और फर्नीचर,rooms and furniture,19_36,,शॉवर ,False,,False,True
item_0331,शौचालय,शौचालय,toilet,कमरा और फर्नीचर,rooms and furniture,19_36,,शौचालय ,False,,False,True
item_0332,आसमान,आसमान,sky,बाहर की चीज़ें,outside things,8_18;19_36,आसमान ,आसमान ,False,,True,True
item_0333,ईट,ईट,brick,बाहर की चीज़ें,outside things,8_18;19_36,ईट,ईट,False,,True,True
item_0334,चाँद,चाँद,moon,बाहर की चीज़ें,outside things,8_18;19_36,चाँद ,चाँद ,False,,True,True
item_0335,झंडा,झंडा,flag,बाहर की चीज़ें,outside things,8_18;19_36,झंडा ,झंडा ,False,,True,True
item_0336,धूप,धूप,sunlight,बाहर की चीज़ें,outside things,8_18;19_36,धूप ,धूप ,False,,True,True
item_0337,पेड़,पेड़,tree,बाहर की चीज़ें,outside things,8_18;19_36,पेड़ ,पेड़ ,False,,True,True
item_0338,फूल,फूल,flower,बाहर की चीज़ें,outside things,8_18;19_36,फूल ,फूल ,False,,True,True
item_0339,बादल,बादल,cloud,बाहर की चीज़ें,outside things,8_18;19_36,बादल ,बादल ,False,,True,True
item_0340,बारिश,बारिश,rain,बाहर की चीज़ें,outside things,8_18;19_36,बारिश ,बारिश ,False,,True,True
item_0341,मिट्टी,मिट्टी,soil/mud,बाहर की चीज़ें,outside things,8_18;19_36,मिट्टी ,मिट्टी ,False,,True,True
item_0342,रास्ता,रास्ता,road/path,बाहर की चीज़ें,outside things,8_18;19_36,रास्ता,रास्ता,False,,True,True
item_0343,सूरज,सूरज,sun,बाहर की चीज़ें,outside things,8_18;19_36,सूरज ,सूरज ,False,,True,True
item_0344,हवा,हवा,air/wind,बाहर की चीज़ें,outside things,8_18;19_36,हवा ,हवा ,False,,True,True
item_0345,घास,घास,grass,बाहर की चीज़ें,outside things,19_36,,घास ,False,,False,True
item_0346,धूल,धूल,dust,बाहर की चीज़ें,outside things,19_36,,धूल ,False,,False,True
item_0347,नदी,नदी,river,बाहर की चीज़ें,outside things,19_36,,नदी ,False,,False,True
item_0348,नाला,नाला,drain/stream,बाहर की चीज़ें,outside things,19_36,,नाला ,False,,False,True
item_0349,पत्थर,पत्थर,stone,बाहर की चीज़ें,outside things,19_36,,पत्थर ,False,,False,True
item_0350,बाँस,बाँस,bamboo,बाहर की चीज़ें,outside things,19_36,,बाँस ,False,,False,True
item_0351,बागान,बागान,garden/plantation,बाहर की चीज़ें,outside things,19_36,,बागान ,False,,False,True
item_0352,बालू,बालू,sand,बाहर की चीज़ें,outside things,19_36,,बालू ,False,,False,True
item_0353,अस्पताल,अस्पताल,hospital,जाने लायक जगहें,places to go,8_18;19_36,अस्पताल ,अस्पताल ,False,,True,True
item_0354,गांव,गांव,village,जाने लायक जगहें,places to go,8_18;19_36,गांव ,गांव ,False,,True,True
item_0355,घर,घर,home/house,जाने लायक जगहें,places to go,8_18;19_36,घर ,घर ,False,,True,True
item_0356,चिड़ियाघर,चिड़ियाघर,zoo,जाने लायक जगहें,places to go,8_18;19_36,चिड़ियाघर ,चिड़ियाघर ,False,,True,True
item_0357,दुकान,दुकान,shop,जाने लायक जगहें,places to go,8_18;19_36,दुकान ,दुकान ,False,,True,True
item_0358,पार्क /मैदान,पार्क /मैदान,park/playground,जाने लायक जगहें,places to go,8_18,पार्क /मैदान,,False,,True,False
item_0359,पार्टी,पार्टी,party,जाने लायक जगहें,places to go,8_18;19_36,पार्टी ,पार्टी ,False,,True,True
item_0360,बाजार/मार्केट,बाजार/मार्केट,market,जाने लायक जगहें,places to go,8_18;19_36,बाजार/मार्केट ,बाजार/मार्केट ,False,,True,True
item_0361,बाहर,बाहर,outside,जाने लायक जगहें,places to go,8_18;19_36,बाहर ,बाहर ,True,,True,True
item_0362,मंदिर,मंदिर,temple,जाने लायक जगहें,places to go,8_18;19_36,मंदिर,मंदिर,False,,True,True
item_0363,मेला,मेला,fair,जाने लायक जगहें,places to go,8_18;19_36,मेला,मेला,False,,True,True
item_0364,रेस्टोरेंट,रेस्टोरेंट,restaurant,जाने लायक जगहें,places to go,8_18;19_36,रेस्टोरेंट ,रेस्टोरेंट ,False,,True,True
item_0365,शहर,शहर,city,जाने लायक जगहें,places to go,8_18;19_36,शहर ,शहर ,False,,True,True
item_0366,गार्डन,गार्डन,garden,जाने लायक जगहें,places to go,19_36,,गार्डन ,False,,False,True
item_0367,जंगल,जंगल,forest,जाने लायक जगहें,places to go,19_36,,जंगल ,False,,False,True
item_0368,दफ़्तर,दफ़्तर,office,जाने लायक जगहें,places to go,19_36,,दफ़्तर ,False,,False,True
item_0369,पार्क,पार्क,park,जाने लायक जगहें,places to go,19_36,,पार्क ,False,,False,True
item_0370,पिकनिक,पिकनिक,picnic,जाने लायक जगहें,places to go,19_36,,पिकनिक ,False,,False,True
item_0371,मदरसा/मक्तब,मदरसा/मक्तब,madrasa/maktab,जाने लायक जगहें,places to go,19_36,,मदरसा/मक्तब ,False,,False,True
item_0372,मैदान,मैदान,ground/field,जाने लायक जगहें,places to go,19_36,,मैदान,False,,False,True
item_0373,विद्यालय,विद्यालय,school,जाने लायक जगहें,places to go,19_36,,विद्यालय ,False,,False,True
item_0374,सब्जी मंडी,सब्जी मंडी,vegetable market,जाने लायक जगहें,places to go,19_36,,सब्जी मंडी ,False,,False,True
item_0375,स्कूल,स्कूल,school,जाने लायक जगहें,places to go,19_36,,स्कूल ,False,,False,True
item_0376,सिनेमा हॉल,सिनेमा हॉल,cinema hall,जाने लायक जगहें,places to go,19_36,,सिनेमा हॉल ,False,,False,True
item_0377,आदमी,आदमी,man,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,आदमी ,आदमी ,False,,True,True
item_0378,आया,आया,nanny/helper,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,आया ,आया ,False,,True,True
item_0379,इंसान,इंसान,human/person,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,इंसान ,इंसान ,False,,True,True
item_0380,औरत,औरत,woman,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,औरत ,औरत ,False,,True,True
item_0381,चाचा/चाचू/काका/अंकल,चाचा/चाचू/काका/अंकल,uncle,मानव/इंसान और रिश्ते,people and relationships,8_18,चाचा/चाचू/काका/अंकल ,,False,,True,False
item_0382,चाची/काकी/आंटी,चाची/काकी/आंटी,aunt,मानव/इंसान और रिश्ते,people and relationships,8_18,चाची/काकी/आंटी ,,False,,True,False
item_0383,डॉक्टर,डॉक्टर,doctor,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,डॉक्टर ,डॉक्टर ,False,,True,True
item_0384,दादा,दादा,paternal grandfather,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,दादा ,दादा ,False,,True,True
item_0385,दादी,दादी,paternal grandmother,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,दादी ,दादी ,False,,True,True
item_0386,दीदी,दीदी,elder sister,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,दीदी ,दीदी ,False,,True,True
item_0387,दुकानदार,दुकानदार,shopkeeper,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,दुकानदार ,दुकानदार ,False,,True,True
item_0388,नाना,नाना,maternal grandfather,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,नाना ,नाना ,False,,True,True
item_0389,नानी,नानी,maternal grandmother,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,नानी ,नानी ,False,,True,True
item_0390,पापा,पापा,father/dad,मानव/इंसान और रिश्ते,people and relationships,8_18,पापा ,,False,,True,False
item_0391,फूफा,फूफा,uncle,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,फूफा ,फूफा ,False,,True,True
item_0392,बच्चा/बच्ची,बच्चा/बच्ची,child,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,बच्चा/बच्ची ,बच्चा/बच्ची ,False,,True,True
item_0393,बच्चे का अपना नाम,बच्चे का अपना नाम,child’s own name,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,बच्चे का अपना नाम ,बच्चे का अपना नाम ,False,,True,True
item_0394,बहन,बहन,sister,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,बहन ,बहन ,False,,True,True
item_0395,बुआ,बुआ,aunt,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,बुआ ,बुआ,False,,True,True
item_0396,भाई,भाई,brother,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,भाई ,भाई ,False,,True,True
item_0397,माँ /अम्मा,माँ /अम्मा,mother/mom,मानव/इंसान और रिश्ते,people and relationships,8_18,माँ /अम्मा ,,False,,True,False
item_0398,मामा,मामा,maternal uncle,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,मामा ,मामा ,False,,True,True
item_0399,मामी,मामी,maternal aunt,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,मामी ,मामी ,False,,True,True
item_0400,मौसा,मौसा,uncle,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,मौसा,मौसा,False,,True,True
item_0401,मौसी,मौसी,aunt,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,मौसी ,मौसी ,False,,True,True
item_0402,लड़की,लड़की,girl,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,लड़की ,लड़की ,False,,True,True
item_0403,लोग,लोग,people,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,लोग ,लोग ,False,,True,True
item_0404,दोस्त/मित्र,दोस्त/मित्र,friend,मानव/इंसान और रिश्ते,people and relationships,8_18;19_36,दोस्त/मित्र,दोस्त/मित्र,False,,True,True
item_0405,अम्मा,अम्मा,mother/mom,मानव/इंसान और रिश्ते,people and relationships,19_36,,अम्मा ,False,,False,True
item_0406,किसान/कृषक,किसान/कृषक,farmer,मानव/इंसान और रिश्ते,people and relationships,19_36,,किसान/कृषक ,False,,False,True
item_0407,काका,काका,uncle,मानव/इंसान और रिश्ते,people and relationships,19_36,,काका,False,,False,True
item_0408,काकी,काकी,aunt,मानव/इंसान और रिश्ते,people and relationships,19_36,,काकी,False,,False,True
item_0409,चाचा/चाचू/अंकल,चाचा/चाचू/अंकल,uncle,मानव/इंसान और रिश्ते,people and relationships,19_36,,चाचा/चाचू/अंकल ,False,,False,True
item_0410,चाची/आंटी,चाची/आंटी,aunt,मानव/इंसान और रिश्ते,people and relationships,19_36,,चाची/आंटी ,False,,False,True
item_0411,पंडित / पुजारी,पंडित / पुजारी,priest,मानव/इंसान और रिश्ते,people and relationships,19_36,,पंडित / पुजारी,False,,False,True
item_0412,पुलिस,पुलिस,police,मानव/इंसान और रिश्ते,people and relationships,19_36,,पुलिस ,False,,False,True
item_0413,भाभी,भाभी,sister-in-law,मानव/इंसान और रिश्ते,people and relationships,19_36,,भाभी ,False,,False,True
item_0414,रिक्शा वाला,रिक्शा वाला,rickshaw driver,मानव/इंसान और रिश्ते,people and relationships,19_36,,रिक्शा वाला ,False,,False,True
item_0415,शिक्षक/सर/मास्टर,शिक्षक/सर/मास्टर,teacher,मानव/इंसान और रिश्ते,people and relationships,19_36,,शिक्षक/सर/मास्टर ,False,,False,True
item_0416,हुजूर/इमाम/मौलवी,हुजूर/इमाम/मौलवी,religious teacher/imam,मानव/इंसान और रिश्ते,people and relationships,19_36,,हुजूर/इमाम/मौलवी ,False,,False,True
item_0417,आँखें बंद करना,आँखें बंद करना,close eyes,क्रिया शब्द,action words,8_18;19_36,आँखें बंद करना ,आँखें बंद करना ,False,,True,True
item_0418,आना,आना,come,क्रिया शब्द,action words,8_18;19_36,आना,आना,False,,True,True
item_0419,उठना,उठना,get up,क्रिया शब्द,action words,8_18;19_36,उठना ,उठना ,False,,True,True
